file,label,review_length,avg_word_length,char length,total_ADJS,total_VERBS,total_NOUNS,. count,! count,? count,TTR
11060_10.txt,P,56,4.893,318,0.232,0.018,0.179,0.019,0,0,0.848
11061_8.txt,P,79,4.051,386,0.063,0.101,0.19,0.018,0.003,0,0.855
11062_10.txt,P,51,4.059,247,0.157,0.078,0.157,0.024,0,0,0.902
11063_10.txt,P,181,4.293,932,0.088,0.088,0.155,0.011,0,0,0.73
11064_7.txt,P,83,4.133,412,0.12,0.12,0.229,0.007,0,0,0.847
11065_8.txt,P,208,4.76,1179,0.072,0.101,0.149,0.006,0,0,0.693
11066_8.txt,P,148,4.115,743,0.081,0.081,0.196,0.007,0,0,0.682
11067_7.txt,P,256,3.738,1181,0.008,0.133,0.113,0.018,0,0.001,0.618
11068_9.txt,P,782,3.896,3745,0.043,0.115,0.169,0.008,0,0,0.495
11069_10.txt,P,144,3.979,691,0.069,0.083,0.16,0.006,0.001,0,0.777
1106_8.txt,P,232,4.358,1211,0.069,0.069,0.142,0.011,0.001,0,0.662
11070_9.txt,P,119,4.16,605,0.05,0.067,0.176,0.015,0.002,0,0.745
11071_10.txt,P,235,3.991,1132,0.072,0.123,0.102,0.019,0.001,0,0.679
11072_8.txt,P,149,3.839,703,0.067,0.06,0.195,0.01,0,0,0.638
11073_8.txt,P,280,3.879,1340,0.039,0.107,0.136,0.01,0,0,0.567
11074_7.txt,P,415,4.214,2111,0.055,0.104,0.186,0.004,0,0,0.657
11075_10.txt,P,297,3.67,1342,0.061,0.104,0.138,0.008,0,0,0.581
11076_8.txt,P,223,4.045,1106,0.054,0.094,0.139,0.005,0.002,0.001,0.612
11077_8.txt,P,350,4.131,1738,0.066,0.071,0.14,0.011,0,0.001,0.599
11078_10.txt,P,201,3.682,921,0.065,0.104,0.159,0.009,0.002,0.001,0.559
11079_8.txt,P,182,3.577,792,0.038,0.115,0.126,0.016,0,0,0.693
1107_10.txt,P,254,4.35,1310,0.059,0.087,0.142,0.02,0,0,0.703
11080_10.txt,P,156,4.167,781,0.058,0.115,0.135,0.013,0,0,0.726
11081_10.txt,P,626,4.006,3045,0.069,0.085,0.177,0.011,0.001,0,0.537
11082_10.txt,P,103,4.01,502,0.078,0.078,0.146,0.01,0,0,0.747
11083_10.txt,P,112,4.777,639,0.098,0.116,0.214,0.008,0,0,0.789
11084_10.txt,P,156,3.885,744,0.083,0.083,0.186,0.008,0,0,0.735
11085_10.txt,P,55,3.236,225,0.018,0.091,0.182,0.022,0,0,0.729
11086_7.txt,P,163,3.509,712,0.055,0.123,0.117,0.017,0.003,0,0.662
11087_8.txt,P,684,3.83,3167,0.054,0.124,0.159,0.012,0,0,0.509
11088_7.txt,P,158,3.538,696,0.025,0.101,0.152,0.013,0,0,0.669
11089_10.txt,P,31,3.613,139,0.032,0.065,0.161,0.022,0,0,0.893
1108_7.txt,P,209,3.9,975,0.081,0.067,0.115,0.012,0,0,0.7
11090_8.txt,P,285,4.607,1549,0.105,0.091,0.175,0.006,0,0,0.766
11091_8.txt,P,895,3.93,4254,0.075,0.106,0.165,0.007,0,0,0.529
11092_8.txt,P,104,4.423,548,0.077,0.125,0.144,0.011,0,0,0.82
11093_10.txt,P,138,3.841,644,0.08,0.058,0.152,0.011,0,0,0.698
11094_9.txt,P,176,3.949,835,0.062,0.074,0.165,0.01,0,0,0.745
11095_7.txt,P,195,4.262,1004,0.097,0.077,0.169,0.009,0.001,0.001,0.701
11096_10.txt,P,196,4.077,969,0.077,0.112,0.158,0.011,0,0,0.685
11097_9.txt,P,681,3.885,3225,0.068,0.081,0.166,0.01,0.002,0.001,0.573
11098_10.txt,P,143,4.203,725,0.077,0.077,0.112,0.015,0.001,0,0.569
11099_10.txt,P,165,4.018,795,0.055,0.103,0.133,0.018,0,0,0.8
1109_7.txt,P,239,3.854,1119,0.075,0.088,0.126,0.013,0,0.002,0.681
110_10.txt,P,55,3.582,239,0.091,0.109,0.091,0.029,0,0,0.795
11100_10.txt,P,124,4,590,0.024,0.048,0.056,0.034,0,0,0.882
11101_10.txt,P,185,3.735,853,0.059,0.108,0.097,0.019,0,0,0.614
11102_10.txt,P,572,3.991,2796,0.049,0.114,0.084,0.009,0,0,0.511
11103_10.txt,P,321,4.106,1560,0.053,0.069,0.128,0.008,0,0,0.635
11104_10.txt,P,262,3.767,1217,0.015,0.115,0.187,0.006,0,0,0.615
11105_10.txt,P,607,4.016,2932,0.049,0.071,0.171,0.007,0,0,0.563
11106_10.txt,P,892,4.526,4827,0.071,0.071,0.179,0.005,0,0,0.536
11107_10.txt,P,240,4.458,1274,0.096,0.071,0.192,0.009,0.002,0,0.695
11108_10.txt,P,226,3.765,1048,0.04,0.119,0.128,0.011,0.001,0,0.641
11109_9.txt,P,263,4.707,1464,0.11,0.091,0.205,0.007,0,0,0.676
1110_9.txt,P,140,3.771,650,0.021,0.093,0.164,0.015,0,0,0.699
11110_9.txt,P,404,4.312,2071,0.084,0.069,0.181,0.008,0,0.001,0.647
11111_9.txt,P,233,4.021,1134,0.069,0.094,0.15,0.007,0,0,0.674
11112_7.txt,P,201,4.234,1020,0.109,0.08,0.124,0.006,0,0,0.728
11113_9.txt,P,186,3.946,885,0.048,0.07,0.161,0.012,0,0.001,0.699
11114_10.txt,P,491,4.002,2399,0.047,0.067,0.151,0.011,0,0.001,0.57
11115_10.txt,P,323,4.136,1620,0.059,0.099,0.105,0.011,0.006,0.001,0.54
11116_10.txt,P,174,4.023,838,0.063,0.063,0.155,0.01,0,0,0.711
11117_10.txt,P,522,3.695,2349,0.056,0.067,0.125,0.008,0,0,0.568
11118_10.txt,P,203,4.552,1104,0.108,0.074,0.197,0.006,0,0,0.718
11119_10.txt,P,319,4.188,1611,0.056,0.06,0.176,0.008,0,0,0.647
1111_10.txt,P,181,3.624,810,0.05,0.072,0.149,0.021,0.001,0,0.66
11120_10.txt,P,314,4.057,1538,0.041,0.099,0.185,0.008,0,0,0.665
11121_10.txt,P,205,3.907,982,0.049,0.107,0.107,0.007,0,0.001,0.654
11122_10.txt,P,289,3.976,1394,0.024,0.107,0.145,0.009,0,0,0.661
11123_10.txt,P,185,3.881,880,0.049,0.081,0.157,0.009,0.003,0,0.639
11124_10.txt,P,300,4.513,1608,0.093,0.053,0.15,0.008,0,0.001,0.661
11125_10.txt,P,242,3.905,1141,0.05,0.091,0.14,0.012,0,0.002,0.584
11126_10.txt,P,290,4.793,1658,0.138,0.055,0.193,0.01,0,0,0.693
11127_9.txt,P,979,3.834,4626,0.042,0.094,0.145,0.007,0.001,0,0.415
11128_10.txt,P,240,3.725,1100,0.083,0.087,0.138,0.013,0,0,0.66
11129_10.txt,P,672,3.798,3111,0.068,0.126,0.104,0.006,0.001,0,0.521
1112_8.txt,P,523,4.075,2586,0.057,0.065,0.157,0.008,0.001,0.001,0.589
11130_9.txt,P,321,3.875,1525,0.034,0.09,0.128,0.005,0,0,0.533
11131_9.txt,P,194,4.015,948,0.041,0.108,0.139,0.011,0,0,0.64
11132_10.txt,P,770,4.006,3770,0.069,0.081,0.138,0.009,0,0,0.468
11133_10.txt,P,1206,3.759,5509,0.045,0.097,0.133,0.015,0.001,0.001,0.453
11134_9.txt,P,972,4.264,4955,0.068,0.081,0.19,0.006,0,0,0.583
11135_9.txt,P,162,4.253,834,0.037,0.068,0.204,0.008,0,0,0.736
11136_10.txt,P,302,4.434,1594,0.106,0.063,0.119,0.011,0,0,0.624
11137_7.txt,P,202,4.005,988,0.064,0.069,0.134,0.011,0,0,0.709
11138_10.txt,P,275,4.084,1365,0.065,0.105,0.138,0.01,0,0,0.574
11139_8.txt,P,277,4.051,1362,0.108,0.076,0.217,0.006,0,0,0.651
1113_10.txt,P,289,3.938,1366,0.052,0.076,0.131,0.007,0,0,0.728
11140_9.txt,P,736,4.136,3649,0.071,0.091,0.128,0.006,0.001,0,0.575
11141_10.txt,P,622,4.069,3028,0.08,0.061,0.164,0.006,0,0,0.588
11142_8.txt,P,309,4.259,1583,0.061,0.078,0.155,0.008,0,0,0.615
11143_10.txt,P,269,3.74,1241,0.052,0.115,0.156,0.012,0,0,0.647
11144_8.txt,P,918,3.855,4361,0.056,0.085,0.146,0.008,0,0,0.402
11145_8.txt,P,343,4.391,1808,0.076,0.085,0.184,0.009,0,0,0.565
11146_8.txt,P,182,4.011,870,0.071,0.071,0.148,0.006,0,0,0.786
11147_9.txt,P,600,4.418,3160,0.065,0.09,0.187,0.006,0,0,0.619
11148_9.txt,P,235,3.936,1134,0.085,0.094,0.14,0.013,0,0,0.646
11149_10.txt,P,453,3.936,2174,0.051,0.099,0.185,0.004,0,0,0.581
1114_8.txt,P,316,4.085,1555,0.076,0.12,0.149,0.008,0.001,0,0.689
11150_10.txt,P,659,3.803,3039,0.065,0.073,0.144,0.01,0,0,0.527
11151_8.txt,P,754,4.048,3699,0.076,0.077,0.17,0.009,0,0,0.51
11152_10.txt,P,174,4.431,926,0.052,0.109,0.172,0.005,0,0,0.712
11153_10.txt,P,217,3.922,1029,0.088,0.069,0.138,0.006,0,0,0.712
11154_10.txt,P,351,4.231,1786,0.068,0.108,0.188,0.006,0,0,0.624
11155_10.txt,P,430,3.893,2024,0.067,0.105,0.135,0.011,0,0,0.636
11156_8.txt,P,270,4.063,1324,0.026,0.096,0.159,0.01,0,0,0.645
11157_7.txt,P,1111,4.024,5485,0.063,0.092,0.154,0.01,0,0,0.452
11158_8.txt,P,211,4.213,1066,0.1,0.071,0.199,0.009,0.001,0,0.663
11159_8.txt,P,150,4.547,810,0.12,0.08,0.233,0.014,0.001,0,0.8
1115_9.txt,P,164,3.799,760,0.079,0.085,0.171,0.011,0,0,0.73
11160_9.txt,P,96,4.479,514,0.104,0.031,0.188,0.008,0,0,0.78
11161_8.txt,P,112,4.062,555,0.036,0.08,0.152,0.005,0.007,0,0.747
11162_10.txt,P,200,4.19,1011,0.065,0.09,0.195,0.008,0,0,0.714
11163_9.txt,P,158,3.968,771,0.044,0.095,0.171,0.008,0.001,0.001,0.679
11164_8.txt,P,110,4.555,601,0.1,0.045,0.191,0.005,0,0,0.814
11165_8.txt,P,153,4.222,780,0.078,0.065,0.19,0.008,0,0,0.756
11166_7.txt,P,308,4.292,1570,0.052,0.114,0.201,0.006,0.001,0,0.761
11167_9.txt,P,210,4.576,1130,0.095,0.071,0.148,0.007,0.001,0.001,0.717
11168_8.txt,P,329,4.003,1604,0.07,0.076,0.17,0.011,0,0,0.607
11169_7.txt,P,205,3.863,982,0.068,0.122,0.156,0.01,0,0,0.553
1116_9.txt,P,41,3.366,171,0.024,0.049,0.024,0.006,0,0.006,0.806
11170_10.txt,P,196,3.668,888,0.097,0.077,0.138,0.007,0.002,0,0.667
11171_7.txt,P,142,3.887,678,0.092,0.077,0.148,0.007,0,0,0.64
11172_10.txt,P,150,3.62,674,0.027,0.113,0.14,0.009,0.003,0,0.615
11173_7.txt,P,164,3.872,766,0.104,0.067,0.146,0.012,0,0.001,0.704
11174_8.txt,P,341,4.155,1705,0.05,0.114,0.135,0.014,0,0,0.648
11175_8.txt,P,137,3.898,652,0.036,0.073,0.146,0.012,0,0,0.767
11176_9.txt,P,374,3.762,1735,0.027,0.088,0.166,0.011,0.001,0.001,0.551
11177_8.txt,P,335,4.021,1634,0.066,0.093,0.167,0.01,0,0.002,0.613
11178_7.txt,P,221,4.285,1124,0.104,0.086,0.14,0.009,0,0,0.728
11179_9.txt,P,525,4.124,2597,0.084,0.091,0.179,0.012,0.001,0.001,0.557
1117_10.txt,P,640,3.608,2831,0.036,0.105,0.108,0.01,0.002,0,0.534
11180_7.txt,P,824,3.934,3906,0.047,0.075,0.159,0.008,0,0,0.536
11181_10.txt,P,408,3.762,1907,0.044,0.091,0.125,0.002,0.002,0,0.525
11182_10.txt,P,99,3.939,481,0.071,0.071,0.141,0.008,0,0,0.735
11183_7.txt,P,588,3.838,2755,0.07,0.08,0.168,0.01,0,0,0.515
11184_7.txt,P,661,3.968,3191,0.048,0.106,0.151,0.009,0,0.001,0.493
11185_9.txt,P,189,3.46,831,0.069,0.074,0.116,0.018,0.004,0,0.635
11186_7.txt,P,494,3.923,2346,0.069,0.081,0.15,0.006,0,0,0.569
11187_9.txt,P,291,3.983,1406,0.038,0.076,0.175,0.012,0,0,0.648
11188_10.txt,P,413,3.717,1882,0.077,0.056,0.153,0.012,0,0,0.516
11189_8.txt,P,61,3.869,291,0.066,0.082,0.18,0.01,0,0,0.786
1118_10.txt,P,146,3.74,654,0.062,0.082,0.116,0.005,0.005,0,0.818
11190_10.txt,P,67,4.194,327,0.179,0.015,0.179,0.015,0,0,0.909
11191_10.txt,P,167,4.521,887,0.09,0.06,0.144,0.006,0.001,0,0.799
11192_10.txt,P,168,3.905,794,0.018,0.137,0.143,0.009,0.004,0,0.755
11193_7.txt,P,332,3.813,1554,0.087,0.09,0.169,0.014,0.001,0.001,0.629
11194_10.txt,P,95,3.853,437,0.074,0.074,0.147,0.011,0,0.002,0.904
11195_7.txt,P,490,3.822,2304,0.041,0.1,0.145,0.008,0.001,0,0.524
11196_7.txt,P,401,3.865,1889,0.06,0.105,0.152,0.008,0,0.001,0.601
11197_8.txt,P,265,3.849,1234,0.06,0.049,0.181,0.006,0,0.001,0.659
11198_8.txt,P,219,4.187,1109,0.073,0.087,0.224,0.01,0,0,0.689
11199_9.txt,P,620,3.923,3005,0.048,0.079,0.144,0.004,0,0,0.502
1119_10.txt,P,1011,4.196,5084,0.06,0.099,0.176,0.009,0.001,0,0.557
111_10.txt,P,44,3.614,194,0.068,0,0.25,0.052,0,0,0.914
11200_8.txt,P,344,4.497,1852,0.096,0.073,0.189,0.006,0,0,0.595
11201_7.txt,P,196,4.413,1040,0.071,0.082,0.23,0.01,0,0,0.617
11202_10.txt,P,124,3.798,578,0.065,0.048,0.194,0.007,0.003,0,0.714
11203_8.txt,P,705,4.191,3577,0.074,0.064,0.165,0.007,0,0,0.517
11204_9.txt,P,135,3.956,655,0.037,0.044,0.274,0.014,0,0,0.705
11205_10.txt,P,69,3.551,307,0.029,0.058,0.174,0.01,0,0,0.762
11206_10.txt,P,144,3.729,664,0.042,0.111,0.181,0.032,0.002,0,0.683
11207_10.txt,P,90,3.478,385,0.044,0.078,0.133,0.016,0,0,0.781
11208_8.txt,P,271,4.118,1349,0.041,0.118,0.129,0.017,0,0,0.606
11209_8.txt,P,133,4.496,722,0.075,0.098,0.195,0.007,0,0,0.673
1120_7.txt,P,434,3.959,2101,0.09,0.071,0.154,0.005,0,0,0.54
11210_7.txt,P,369,3.93,1765,0.07,0.062,0.203,0.01,0,0.001,0.552
11211_8.txt,P,160,4.194,811,0.056,0.113,0.188,0.009,0,0,0.748
11212_8.txt,P,172,3.843,821,0.035,0.087,0.145,0.009,0,0,0.627
11213_7.txt,P,386,3.899,1859,0.034,0.096,0.13,0.009,0,0.002,0.516
11214_7.txt,P,230,3.713,1050,0.048,0.113,0.135,0.009,0,0.001,0.614
11215_10.txt,P,219,3.744,1025,0.082,0.1,0.119,0.007,0,0,0.574
11216_7.txt,P,156,4.212,793,0.058,0.115,0.147,0.013,0,0,0.699
11217_7.txt,P,281,3.957,1358,0.06,0.078,0.149,0.009,0,0,0.645
11218_9.txt,P,334,3.979,1621,0.081,0.087,0.183,0.009,0,0,0.646
11219_7.txt,P,1085,4.209,5512,0.074,0.07,0.187,0.009,0,0,0.49
1121_7.txt,P,169,3.97,807,0.059,0.101,0.207,0.011,0,0,0.727
11220_10.txt,P,406,3.906,1936,0.032,0.059,0.182,0.008,0.001,0,0.551
11221_10.txt,P,37,4.486,199,0.135,0.108,0.297,0,0,0,0.853
11222_8.txt,P,65,3.615,291,0.092,0.154,0.077,0.014,0,0,0.877
11223_9.txt,P,388,3.825,1806,0.057,0.093,0.155,0.017,0.002,0,0.657
11224_8.txt,P,61,4.115,307,0.098,0.098,0.164,0.01,0,0,0.772
11225_10.txt,P,65,3.8,299,0.077,0.092,0.138,0.013,0,0,0.868
11226_7.txt,P,380,3.771,1738,0.05,0.092,0.161,0.01,0,0.001,0.593
11227_9.txt,P,296,4.331,1548,0.074,0.098,0.23,0.006,0,0,0.596
11228_10.txt,P,190,3.868,901,0.053,0.068,0.153,0.011,0,0,0.636
11229_10.txt,P,152,4,741,0.072,0.112,0.197,0.016,0,0,0.712
1122_7.txt,P,141,4.312,718,0.113,0.064,0.191,0.015,0,0,0.669
11230_10.txt,P,198,4.455,1062,0.076,0.061,0.222,0.007,0.001,0,0.64
11231_10.txt,P,144,4.007,713,0.035,0.104,0.181,0.007,0,0,0.638
11232_10.txt,P,407,4.091,2023,0.049,0.076,0.182,0.005,0,0,0.562
11233_10.txt,P,437,4.011,2132,0.043,0.082,0.153,0.006,0.001,0,0.567
11234_10.txt,P,130,4.077,643,0.069,0.1,0.185,0.012,0,0,0.718
11235_8.txt,P,467,3.831,2171,0.064,0.094,0.152,0.005,0.005,0.001,0.657
11236_8.txt,P,263,4.433,1409,0.049,0.095,0.217,0.008,0,0,0.606
11237_8.txt,P,175,4.006,845,0.063,0.04,0.16,0.009,0,0,0.676
11238_7.txt,P,199,4.065,984,0.04,0.08,0.181,0.011,0,0,0.549
11239_8.txt,P,212,4.245,1084,0.052,0.08,0.175,0.006,0,0,0.634
1123_10.txt,P,368,3.927,1771,0.049,0.101,0.166,0.007,0,0,0.564
11240_7.txt,P,101,3.634,459,0.05,0.109,0.198,0.007,0.004,0,0.826
11241_10.txt,P,175,3.863,830,0.063,0.086,0.154,0.011,0,0,0.683
11242_9.txt,P,146,4.274,742,0.116,0.048,0.199,0.005,0,0,0.715
11243_10.txt,P,151,3.649,681,0.026,0.113,0.119,0.015,0.001,0.003,0.702
11244_10.txt,P,143,3.685,659,0.084,0.077,0.189,0.006,0.003,0,0.697
11245_10.txt,P,77,3.545,339,0.039,0.065,0.143,0.012,0,0,0.636
11246_8.txt,P,170,4.006,835,0.029,0.088,0.2,0.012,0.004,0,0.734
11247_8.txt,P,245,3.869,1163,0.082,0.086,0.163,0.009,0.001,0,0.603
11248_10.txt,P,304,3.74,1392,0.079,0.079,0.155,0.004,0.001,0.001,0.62
11249_7.txt,P,223,4.027,1099,0.054,0.063,0.215,0.014,0,0,0.702
1124_10.txt,P,131,4.267,677,0.046,0.122,0.237,0.009,0,0.003,0.696
11250_9.txt,P,604,3.929,2895,0.068,0.108,0.134,0.006,0.001,0,0.543
11251_10.txt,P,768,4.132,3872,0.068,0.07,0.18,0.008,0,0,0.445
11252_9.txt,P,552,3.929,2639,0.045,0.089,0.152,0.01,0,0.001,0.555
11253_9.txt,P,176,4.415,935,0.074,0.102,0.182,0.007,0,0,0.738
11254_8.txt,P,511,4.331,2659,0.088,0.067,0.153,0.008,0,0,0.63
11255_10.txt,P,238,4.029,1173,0.084,0.088,0.16,0.012,0.001,0,0.657
11256_10.txt,P,221,4.05,1076,0.045,0.05,0.158,0.007,0,0,0.683
11257_7.txt,P,140,3.679,636,0.079,0.079,0.186,0.014,0,0,0.645
11258_8.txt,P,172,4.07,845,0.105,0.07,0.163,0.009,0.004,0,0.738
11259_10.txt,P,67,3.627,299,0.075,0.045,0.134,0.013,0,0,0.825
1125_8.txt,P,191,4.555,1036,0.073,0.063,0.178,0.006,0,0,0.711
11260_7.txt,P,77,3.818,354,0.065,0.104,0.182,0.017,0.008,0,0.841
11261_9.txt,P,94,4.106,461,0.117,0.074,0.213,0.013,0.002,0,0.807
11262_7.txt,P,317,3.965,1530,0.082,0.076,0.164,0.012,0,0,0.589
11263_10.txt,P,135,4.193,689,0.067,0.089,0.178,0.007,0.001,0,0.681
11264_10.txt,P,144,3.806,684,0.049,0.09,0.125,0.009,0,0,0.674
11265_10.txt,P,138,4.297,718,0.101,0.116,0.145,0.014,0,0,0.724
11266_10.txt,P,210,3.705,962,0.038,0.095,0.133,0.021,0,0,0.545
11267_10.txt,P,164,4.012,798,0.03,0.091,0.122,0.013,0.003,0,0.719
11268_8.txt,P,222,4.414,1172,0.023,0.117,0.167,0.009,0,0.002,0.675
11269_8.txt,P,276,3.964,1330,0.072,0.08,0.163,0.01,0,0.001,0.678
1126_9.txt,P,162,3.531,713,0.074,0.123,0.117,0.014,0,0,0.667
11270_10.txt,P,267,3.989,1299,0.064,0.071,0.15,0.011,0,0,0.6
11271_7.txt,P,470,3.734,2158,0.057,0.111,0.14,0.019,0,0.001,0.56
11272_10.txt,P,894,3.954,4260,0.056,0.091,0.153,0.011,0,0,0.527
11273_9.txt,P,578,4.4,3036,0.061,0.106,0.189,0.004,0.001,0,0.611
11274_9.txt,P,441,4.05,2194,0.066,0.102,0.166,0.01,0,0,0.564
11275_10.txt,P,542,4.002,2620,0.077,0.085,0.173,0.02,0,0,0.603
11276_10.txt,P,997,4.001,4803,0.066,0.106,0.162,0.01,0.001,0.001,0.526
11277_10.txt,P,294,4.041,1435,0.075,0.092,0.136,0.013,0.001,0,0.621
11278_8.txt,P,103,3.796,479,0.019,0.126,0.136,0.023,0,0,0.793
11279_10.txt,P,56,4.071,276,0.036,0.071,0.179,0.011,0,0,0.75
1127_10.txt,P,300,4.323,1558,0.043,0.103,0.187,0.008,0.002,0,0.649
11280_8.txt,P,68,4.294,352,0.103,0.088,0.206,0.006,0,0,0.806
11281_8.txt,P,523,4.287,2687,0.092,0.09,0.166,0.007,0,0,0.58
11282_7.txt,P,647,4.258,3327,0.07,0.065,0.185,0.007,0.001,0,0.491
11283_8.txt,P,519,4.054,2535,0.054,0.06,0.171,0.007,0,0.001,0.516
11284_8.txt,P,416,4.091,2066,0.079,0.072,0.139,0.004,0,0,0.564
11285_7.txt,P,402,4.172,2021,0.087,0.085,0.194,0.009,0,0,0.622
11286_10.txt,P,303,4.617,1669,0.053,0.083,0.178,0.007,0,0,0.62
11287_8.txt,P,170,4.376,895,0.059,0.094,0.212,0.009,0.001,0,0.739
11288_8.txt,P,317,3.798,1470,0.044,0.082,0.148,0.01,0.001,0,0.592
11289_10.txt,P,95,4.326,491,0.084,0.095,0.147,0.01,0,0,0.785
1128_10.txt,P,126,4.365,657,0.087,0.095,0.159,0.008,0,0,0.792
11290_10.txt,P,953,4.063,4647,0.05,0.088,0.174,0.008,0.001,0,0.516
11291_10.txt,P,150,3.62,675,0.053,0.113,0.16,0.01,0,0.004,0.724
11292_10.txt,P,134,3.627,602,0.075,0.082,0.142,0.015,0,0,0.704
11293_7.txt,P,336,4.051,1629,0.086,0.06,0.152,0.005,0,0,0.708
11294_10.txt,P,115,3.809,535,0.035,0.078,0.217,0.022,0,0,0.729
11295_9.txt,P,406,3.823,1888,0.054,0.057,0.163,0.006,0,0,0.668
11296_8.txt,P,372,3.868,1771,0.056,0.083,0.18,0.01,0,0,0.611
11297_7.txt,P,651,4.175,3273,0.097,0.063,0.161,0.007,0.001,0,0.498
11298_8.txt,P,539,4.397,2850,0.095,0.063,0.171,0.009,0,0,0.577
11299_8.txt,P,480,4.013,2337,0.067,0.104,0.14,0.01,0,0,0.549
1129_10.txt,P,1180,4.453,6248,0.08,0.074,0.185,0.007,0,0.001,0.503
112_10.txt,P,117,4.513,632,0.094,0.06,0.197,0.009,0.002,0,0.707
11300_8.txt,P,189,4.788,1060,0.106,0.111,0.185,0.004,0,0,0.722
11301_7.txt,P,946,4.337,4905,0.082,0.111,0.178,0.008,0,0,0.492
11302_8.txt,P,328,4.277,1703,0.082,0.085,0.162,0.009,0,0,0.544
11303_9.txt,P,78,4.487,414,0.077,0.077,0.167,0.007,0.002,0,0.815
11304_7.txt,P,210,3.962,1005,0.095,0.076,0.162,0.008,0,0,0.615
11305_8.txt,P,1038,4.3,5375,0.069,0.1,0.177,0.008,0,0.002,0.522
11306_8.txt,P,501,4.345,2624,0.068,0.102,0.178,0.007,0,0,0.586
11307_10.txt,P,163,3.926,783,0.061,0.086,0.202,0.009,0.001,0,0.669
11308_9.txt,P,198,4.045,960,0.096,0.071,0.101,0.048,0.014,0.001,0.75
11309_9.txt,P,171,4.228,858,0.076,0.099,0.129,0.008,0,0,0.803
1130_10.txt,P,137,4.715,766,0.109,0.08,0.139,0.013,0.004,0,0.718
11310_10.txt,P,501,3.998,2412,0.072,0.084,0.152,0.005,0,0,0.588
11311_10.txt,P,53,4.34,279,0.075,0.113,0.226,0.022,0,0,0.833
11312_9.txt,P,120,4.35,629,0.058,0.092,0.158,0.01,0,0,0.794
11313_10.txt,P,188,4.027,917,0.096,0.048,0.16,0.011,0,0,0.675
11314_8.txt,P,410,4.068,2011,0.059,0.088,0.127,0.005,0.003,0,0.577
11315_10.txt,P,515,4.278,2673,0.07,0.076,0.171,0.009,0,0,0.496
11316_8.txt,P,900,4.079,4435,0.054,0.11,0.157,0.007,0,0,0.537
11317_9.txt,P,566,3.765,2607,0.072,0.08,0.127,0.01,0,0,0.527
11318_9.txt,P,197,4.69,1100,0.132,0.061,0.188,0.006,0,0,0.659
11319_8.txt,P,744,4.138,3637,0.06,0.065,0.152,0.005,0.001,0,0.607
1131_7.txt,P,178,3.399,737,0.045,0.124,0.124,0.015,0,0.003,0.725
11320_10.txt,P,71,4.282,364,0.07,0.07,0.183,0.008,0.005,0,0.852
11321_8.txt,P,203,3.975,982,0.069,0.074,0.153,0.007,0.002,0,0.675
11322_9.txt,P,250,3.924,1189,0.06,0.096,0.136,0.01,0.001,0.001,0.623
11323_10.txt,P,425,4.501,2289,0.066,0.108,0.2,0.009,0,0,0.603
11324_10.txt,P,272,4.081,1360,0.051,0.125,0.132,0.006,0,0,0.564
11325_10.txt,P,182,3.67,815,0.055,0.055,0.099,0.012,0,0,0.532
11326_10.txt,P,142,3.775,653,0.063,0.12,0.12,0.009,0.003,0,0.64
11327_10.txt,P,219,3.717,993,0.059,0.114,0.169,0.022,0.002,0,0.719
11328_10.txt,P,71,3.577,311,0.113,0.099,0.183,0.016,0,0,0.862
11329_9.txt,P,148,4.682,830,0.095,0.061,0.209,0.006,0,0,0.677
1132_10.txt,P,150,3.967,720,0.08,0.067,0.153,0.033,0.015,0,0.719
11330_8.txt,P,177,3.864,834,0.068,0.096,0.215,0.018,0,0.001,0.706
11331_8.txt,P,441,4.082,2186,0.052,0.109,0.172,0.007,0,0,0.561
11332_8.txt,P,183,3.77,857,0.098,0.082,0.197,0.014,0,0,0.261
11333_9.txt,P,142,3.824,663,0.028,0.134,0.19,0.011,0,0,0.75
11334_10.txt,P,102,4.637,571,0.078,0.098,0.216,0.007,0.002,0,0.7
11335_9.txt,P,178,3.904,848,0.045,0.09,0.185,0.011,0,0,0.673
11336_7.txt,P,180,4.122,893,0.089,0.072,0.172,0.01,0,0,0.69
11337_10.txt,P,103,4.388,538,0.107,0.029,0.223,0.007,0.004,0,0.446
11338_10.txt,P,153,4.059,750,0.065,0.118,0.17,0.011,0.001,0,0.758
11339_10.txt,P,165,4.527,888,0.085,0.097,0.188,0.008,0,0.002,0.779
1133_10.txt,P,213,4.019,1027,0.066,0.061,0.136,0.009,0.002,0.001,0.762
11340_7.txt,P,590,4.29,3056,0.066,0.086,0.195,0.005,0,0,0.607
11341_10.txt,P,289,4.017,1400,0.038,0.045,0.055,0.018,0,0,0.607
11342_9.txt,P,302,3.762,1394,0.056,0.106,0.175,0.011,0,0,0.625
11343_8.txt,P,162,3.66,736,0.068,0.099,0.167,0.004,0.005,0,0.724
11344_7.txt,P,316,4.016,1546,0.054,0.095,0.13,0.01,0.001,0,0.648
11345_7.txt,P,126,4.198,636,0.071,0.071,0.23,0.011,0,0,0.698
11346_10.txt,P,183,4.027,902,0.033,0.131,0.137,0.012,0.001,0,0.661
11347_10.txt,P,51,3.373,218,0.039,0.098,0.176,0.05,0,0,0.841
11348_10.txt,P,159,3.39,669,0.05,0.126,0.101,0.019,0.007,0.001,0.628
11349_10.txt,P,101,3.812,473,0.069,0.099,0.188,0.011,0,0,0.753
